correct 	math 	2.8secs 	3 ^ 0 	What is 3 ^ 0? 	== 	1 	RunAve=runAve math: 1/1 100% 2.8secs 	Sun Jan 17 2021 14:12:17 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 20/25 80% 2.2secs 	Fri Jan 29 2021 23:37:03 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	3 ^ 2 	What is 3 ^ 2? 	== 	9 	RunAve=runAve math: 20/25 80% 2.2secs 	Fri Jan 29 2021 23:38:04 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 21/25 84% 2.2secs 	Fri Jan 29 2021 23:38:24 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	33 / 3 	What is 33 / 3? 	== 	11 	RunAve=runAve math: 21/25 84% 2.1secs 	Fri Jan 29 2021 23:38:43 GMT-0600 (Central Standard Time)
correct 	math 	4.1secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 21/25 84% 2.2secs 	Fri Jan 29 2021 23:40:06 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	20 / 10 	What is 20 / 10? 	== 	2 	RunAve=runAve math: 21/25 84% 2.1secs 	Fri Jan 29 2021 23:40:23 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	1 ^ 2 	What is 1 ^ 2? 	== 	1 	RunAve=runAve math: 22/25 88% 2.1secs 	Fri Jan 29 2021 23:40:44 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	9 ^ 2 	What is 9 ^ 2? 	== 	81 	RunAve=runAve math: 23/25 92% 2.2secs 	Fri Jan 29 2021 23:41:04 GMT-0600 (Central Standard Time)
correct 	math 	2.5secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 24/25 96% 2.2secs 	Fri Jan 29 2021 23:41:24 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 24/25 96% 2.2secs 	Fri Jan 29 2021 23:43:04 GMT-0600 (Central Standard Time)
correct 	math 	1.1secs 	0 ^ 2 	What is 0 ^ 2? 	== 	0 	RunAve=runAve math: 24/25 96% 2.1secs 	Fri Jan 29 2021 23:43:23 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	36 / 6 	What is 36 / 6? 	== 	6 	RunAve=runAve math: 24/25 96% 2.2secs 	Fri Jan 29 2021 23:43:44 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	88 / 11 	What is 88 / 11? 	== 	8 	RunAve=runAve math: 24/25 96% 2.2secs 	Fri Jan 29 2021 23:44:04 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	3 ^ 1 	What is 3 ^ 1? 	== 	3 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:44:44 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	6 ^ 2 	What is 6 ^ 2? 	== 	36 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:45:04 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:45:24 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:45:44 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	-11 / 1 	What is -11 / 1? 	== 	-11 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:46:04 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:46:24 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:46:44 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	9 ^ 2 	What is 9 ^ 2? 	== 	81 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:47:04 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:47:24 GMT-0600 (Central Standard Time)
correct 	math 	6.7secs 	48 / 6 	What is 48 / 6? 	== 	8 	RunAve=runAve math: 25/25 100% 2.3secs 	Fri Jan 29 2021 23:47:49 GMT-0600 (Central Standard Time)
correct 	math 	3.0secs 	6 ^ 2 	What is 6 ^ 2? 	== 	36 	RunAve=runAve math: 25/25 100% 2.3secs 	Fri Jan 29 2021 23:48:05 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	6 ^ 2 	What is 6 ^ 2? 	== 	36 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:48:44 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:49:04 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	8 ^ 2 	What is 8 ^ 2? 	== 	64 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:49:24 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	1 ^ 3 	What is 1 ^ 3? 	== 	1 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:49:44 GMT-0600 (Central Standard Time)
correct 	math 	2.5secs 	48 / 6 	What is 48 / 6? 	== 	8 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:50:05 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:50:24 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	2 ^ 1 	What is 2 ^ 1? 	== 	2 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:50:44 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	12 / 4 	What is 12 / 4? 	== 	3 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:51:09 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	1 ^ 1 	What is 1 ^ 1? 	== 	1 	RunAve=runAve math: 25/25 100% 2.2secs 	Fri Jan 29 2021 23:51:23 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:51:44 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	1 ^ 0 	What is 1 ^ 0? 	== 	1 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:52:06 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	27 / 9 	What is 27 / 9? 	== 	3 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:52:24 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	24 / 4 	What is 24 / 4? 	== 	6 	RunAve=runAve math: 25/25 100% 2.1secs 	Fri Jan 29 2021 23:52:45 GMT-0600 (Central Standard Time)
wrong 	math 	2.1secs 	35 / 7 	What is 35 / 7? 	!= 	7 	RunAve=runAve math: 24/25 96% 2.1secs 	Fri Jan 29 2021 23:53:06 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 24/25 96% 2.1secs 	Fri Jan 29 2021 23:53:24 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	7 * 5 	What is 7 * 5? 	== 	35 	RunAve=runAve math: 24/25 96% 2.1secs 	Fri Jan 29 2021 23:54:05 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	5 * 7 	What is 5 * 7? 	== 	35 	RunAve=runAve math: 24/25 96% 2.1secs 	Fri Jan 29 2021 23:54:24 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	35 / 7 	What is 35 / 7? 	== 	5 	RunAve=runAve math: 24/25 96% 2.2secs 	Fri Jan 29 2021 23:56:04 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	35 / 5 	What is 35 / 5? 	== 	7 	RunAve=runAve math: 24/25 96% 2.1secs 	Fri Jan 29 2021 23:57:24 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 24/25 96% 2.1secs 	Fri Jan 29 2021 23:57:45 GMT-0600 (Central Standard Time)
wrong 	math 	2.2secs 	0 ^ 3 	What is 0 ^ 3? 	!= 	1 	RunAve=runAve math: 23/25 92% 2.2secs 	Fri Jan 29 2021 23:58:05 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	0 * 0 	What is 0 * 0? 	== 	0 	RunAve=runAve math: 23/25 92% 2.1secs 	Fri Jan 29 2021 23:58:24 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	0 ^ 2 	What is 0 ^ 2? 	== 	0 	RunAve=runAve math: 23/25 92% 2.2secs 	Fri Jan 29 2021 23:58:46 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	0 ^ 3 	What is 0 ^ 3? 	== 	0 	RunAve=runAve math: 23/25 92% 2.0secs 	Fri Jan 29 2021 23:59:25 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	21 / 3 	What is 21 / 3? 	== 	7 	RunAve=runAve math: 23/25 92% 2.0secs 	Sat Jan 30 2021 00:00:05 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 23/25 92% 2.0secs 	Sat Jan 30 2021 00:00:24 GMT-0600 (Central Standard Time)
correct 	math 	2.9secs 	0 / 10 	What is 0 / 10? 	== 	0 	RunAve=runAve math: 23/25 92% 2.0secs 	Sat Jan 30 2021 00:00:46 GMT-0600 (Central Standard Time)
correct 	math 	3.1secs 	2 ^ 0 	What is 2 ^ 0? 	== 	1 	RunAve=runAve math: 23/25 92% 2.1secs 	Sat Jan 30 2021 00:01:26 GMT-0600 (Central Standard Time)
correct 	math 	10.5secs 	108 / 12 	What is 108 / 12? 	== 	9 	RunAve=runAve math: 23/25 92% 2.4secs 	Sat Jan 30 2021 00:01:53 GMT-0600 (Central Standard Time)
correct 	math 	4.3secs 	72 / 9 	What is 72 / 9? 	== 	8 	RunAve=runAve math: 23/25 92% 2.5secs 	Sat Jan 30 2021 00:02:07 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 23/25 92% 2.5secs 	Sat Jan 30 2021 00:02:25 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	0 ^ 3 	What is 0 ^ 3? 	== 	0 	RunAve=runAve math: 23/25 92% 2.5secs 	Sat Jan 30 2021 00:03:04 GMT-0600 (Central Standard Time)
correct 	math 	3.0secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 23/25 92% 2.5secs 	Sat Jan 30 2021 00:03:26 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	-40 / -4 	What is -40 / -4? 	== 	10 	RunAve=runAve math: 23/25 92% 2.5secs 	Sat Jan 30 2021 00:03:44 GMT-0600 (Central Standard Time)
wrong 	math 	6.7secs 	24 / 3 	What is 24 / 3? 	!= 	9 	RunAve=runAve math: 22/25 88% 2.7secs 	Sat Jan 30 2021 00:04:09 GMT-0600 (Central Standard Time)
correct 	math 	6.1secs 	3 * 8 	What is 3 * 8? 	== 	24 	RunAve=runAve math: 22/25 88% 2.9secs 	Sat Jan 30 2021 00:04:29 GMT-0600 (Central Standard Time)
correct 	math 	2.7secs 	8 * 3 	What is 8 * 3? 	== 	24 	RunAve=runAve math: 22/25 88% 2.9secs 	Sat Jan 30 2021 00:04:46 GMT-0600 (Central Standard Time)
correct 	math 	3.7secs 	24 / 3 	What is 24 / 3? 	== 	8 	RunAve=runAve math: 22/25 88% 3.0secs 	Sat Jan 30 2021 00:05:07 GMT-0600 (Central Standard Time)
wrong 	math 	3.1secs 	24 / 8 	What is 24 / 8? 	!= 	4 	RunAve=runAve math: 22/25 88% 3.0secs 	Sat Jan 30 2021 00:05:26 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	24 / 8 	What is 24 / 8? 	== 	3 	RunAve=runAve math: 22/25 88% 3.0secs 	Sat Jan 30 2021 00:05:45 GMT-0600 (Central Standard Time)
correct 	math 	9.7secs 	56 / 8 	What is 56 / 8? 	== 	7 	RunAve=runAve math: 22/25 88% 3.3secs 	Sat Jan 30 2021 00:06:13 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	22 / 11 	What is 22 / 11? 	== 	2 	RunAve=runAve math: 22/25 88% 3.3secs 	Sat Jan 30 2021 00:06:25 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	9 ^ 2 	What is 9 ^ 2? 	== 	81 	RunAve=runAve math: 22/25 88% 3.4secs 	Sat Jan 30 2021 00:06:46 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	2 ^ 1 	What is 2 ^ 1? 	== 	2 	RunAve=runAve math: 22/25 88% 3.4secs 	Sat Jan 30 2021 00:07:06 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 22/25 88% 3.4secs 	Sat Jan 30 2021 00:07:45 GMT-0600 (Central Standard Time)
correct 	math 	9.3secs 	-54 / 9 	What is -54 / 9? 	== 	-6 	RunAve=runAve math: 23/25 92% 3.7secs 	Sat Jan 30 2021 00:08:12 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	2 ^ 1 	What is 2 ^ 1? 	== 	2 	RunAve=runAve math: 23/25 92% 3.8secs 	Sat Jan 30 2021 00:08:26 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 23/25 92% 3.7secs 	Sat Jan 30 2021 00:08:45 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 23/25 92% 3.7secs 	Sat Jan 30 2021 00:09:05 GMT-0600 (Central Standard Time)
correct 	math 	5.3secs 	96 / 12 	What is 96 / 12? 	== 	8 	RunAve=runAve math: 23/25 92% 3.8secs 	Sat Jan 30 2021 00:09:28 GMT-0600 (Central Standard Time)
correct 	math 	6.8secs 	-24 / 4 	What is -24 / 4? 	== 	-6 	RunAve=runAve math: 23/25 92% 4.0secs 	Sat Jan 30 2021 00:09:50 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	40 / 8 	What is 40 / 8? 	== 	5 	RunAve=runAve math: 23/25 92% 4.0secs 	Sat Jan 30 2021 00:10:06 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	40 / 5 	What is 40 / 5? 	== 	8 	RunAve=runAve math: 23/25 92% 4.0secs 	Sat Jan 30 2021 00:10:26 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	9 ^ 2 	What is 9 ^ 2? 	== 	81 	RunAve=runAve math: 23/25 92% 3.7secs 	Sat Jan 30 2021 00:10:45 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 23/25 92% 3.6secs 	Sat Jan 30 2021 00:11:05 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	8 / 1 	What is 8 / 1? 	== 	8 	RunAve=runAve math: 23/25 92% 3.5secs 	Sat Jan 30 2021 00:11:25 GMT-0600 (Central Standard Time)
correct 	math 	4.6secs 	8 ^ 2 	What is 8 ^ 2? 	== 	64 	RunAve=runAve math: 23/25 92% 3.7secs 	Sat Jan 30 2021 00:11:48 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	64 / 8 	What is 64 / 8? 	== 	8 	RunAve=runAve math: 23/25 92% 3.6secs 	Sat Jan 30 2021 00:12:05 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	1 ^ 1 	What is 1 ^ 1? 	== 	1 	RunAve=runAve math: 23/25 92% 3.6secs 	Sat Jan 30 2021 00:12:25 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 24/25 96% 3.5secs 	Sat Jan 30 2021 00:12:45 GMT-0600 (Central Standard Time)
wrong 	math 	4.8secs 	84 / 12 	What is 84 / 12? 	!= 	6 	RunAve=runAve math: 23/25 92% 3.4secs 	Sat Jan 30 2021 00:13:08 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	21 / 3 	What is 21 / 3? 	== 	7 	RunAve=runAve math: 23/25 92% 3.4secs 	Sat Jan 30 2021 00:13:25 GMT-0600 (Central Standard Time)
correct 	math 	3.9secs 	12 * 7 	What is 12 * 7? 	== 	84 	RunAve=runAve math: 23/25 92% 3.4secs 	Sat Jan 30 2021 00:13:47 GMT-0600 (Central Standard Time)
wrong 	math 	2.4secs 	7 * 12 	What is 7 * 12? 	!= 	72 	RunAve=runAve math: 23/25 92% 3.4secs 	Sat Jan 30 2021 00:14:06 GMT-0600 (Central Standard Time)
correct 	math 	3.0secs 	7 * 12 	What is 7 * 12? 	== 	84 	RunAve=runAve math: 23/25 92% 3.4secs 	Sat Jan 30 2021 00:14:26 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	84 / 12 	What is 84 / 12? 	== 	7 	RunAve=runAve math: 23/25 92% 3.1secs 	Sat Jan 30 2021 00:14:45 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	84 / 7 	What is 84 / 7? 	== 	12 	RunAve=runAve math: 23/25 92% 3.1secs 	Sat Jan 30 2021 00:15:05 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	121 / 11 	What is 121 / 11? 	== 	11 	RunAve=runAve math: 23/25 92% 3.1secs 	Sat Jan 30 2021 00:15:25 GMT-0600 (Central Standard Time)
wrong 	math 	1.8secs 	99 / 9 	What is 99 / 9? 	!= 	9 	RunAve=runAve math: 22/25 88% 3.0secs 	Sat Jan 30 2021 00:15:45 GMT-0600 (Central Standard Time)
correct 	math 	1.1secs 	9 * 11 	What is 9 * 11? 	== 	99 	RunAve=runAve math: 22/25 88% 3.0secs 	Sat Jan 30 2021 00:16:04 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	11 * 9 	What is 11 * 9? 	== 	99 	RunAve=runAve math: 22/25 88% 2.7secs 	Sat Jan 30 2021 00:16:24 GMT-0600 (Central Standard Time)
correct 	math 	1.0secs 	99 / 9 	What is 99 / 9? 	== 	11 	RunAve=runAve math: 22/25 88% 2.6secs 	Sat Jan 30 2021 00:16:44 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	99 / 11 	What is 99 / 11? 	== 	9 	RunAve=runAve math: 22/25 88% 2.6secs 	Sat Jan 30 2021 00:17:09 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	9 ^ 2 	What is 9 ^ 2? 	== 	81 	RunAve=runAve math: 22/25 88% 2.6secs 	Sat Jan 30 2021 00:17:45 GMT-0600 (Central Standard Time)
wrong 	math 	2.0secs 	11 / 1 	What is 11 / 1? 	!= 	9 	RunAve=runAve math: 21/25 84% 2.5secs 	Sat Jan 30 2021 00:18:05 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	1 * 11 	What is 1 * 11? 	== 	11 	RunAve=runAve math: 21/25 84% 2.2secs 	Sat Jan 30 2021 00:18:25 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	11 * 1 	What is 11 * 1? 	== 	11 	RunAve=runAve math: 21/25 84% 2.2secs 	Sat Jan 30 2021 00:18:46 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	11 / 1 	What is 11 / 1? 	== 	11 	RunAve=runAve math: 21/25 84% 2.2secs 	Sat Jan 30 2021 00:19:05 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	11 / 11 	What is 11 / 11? 	== 	1 	RunAve=runAve math: 21/25 84% 2.1secs 	Sat Jan 30 2021 00:19:25 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	0 ^ 1 	What is 0 ^ 1? 	== 	0 	RunAve=runAve math: 21/25 84% 2.1secs 	Sat Jan 30 2021 00:19:45 GMT-0600 (Central Standard Time)
wrong 	math 	1.6secs 	1 ^ 0 	What is 1 ^ 0? 	!= 	0 	RunAve=runAve math: 20/25 80% 2.1secs 	Sat Jan 30 2021 00:20:05 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	1 * 1 	What is 1 * 1? 	== 	1 	RunAve=runAve math: 20/25 80% 2.0secs 	Sat Jan 30 2021 00:20:26 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	1 ^ 2 	What is 1 ^ 2? 	== 	1 	RunAve=runAve math: 20/25 80% 2.0secs 	Sat Jan 30 2021 00:20:45 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	1 ^ 0 	What is 1 ^ 0? 	== 	1 	RunAve=runAve math: 20/25 80% 2.1secs 	Sat Jan 30 2021 00:21:06 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 20/25 80% 2.0secs 	Sat Jan 30 2021 00:21:25 GMT-0600 (Central Standard Time)
correct 	math 	3.8secs 	-3 ^ 3 	What is -3 ^ 3? 	== 	-27 	RunAve=runAve math: 21/25 84% 2.0secs 	Sat Jan 30 2021 00:22:47 GMT-0600 (Central Standard Time)
correct 	math 	3.1secs 	-16 / -2 	What is -16 / -2? 	== 	8 	RunAve=runAve math: 21/25 84% 2.0secs 	Sat Jan 30 2021 00:23:07 GMT-0600 (Central Standard Time)
correct 	math 	2.9secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 21/25 84% 2.0secs 	Sat Jan 30 2021 00:23:26 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	6 ^ 2 	What is 6 ^ 2? 	== 	36 	RunAve=runAve math: 22/25 88% 2.0secs 	Sat Jan 30 2021 00:23:46 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 22/25 88% 2.0secs 	Sat Jan 30 2021 00:24:05 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 22/25 88% 2.0secs 	Sat Jan 30 2021 00:24:26 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	9 ^ 2 	What is 9 ^ 2? 	== 	81 	RunAve=runAve math: 22/25 88% 2.0secs 	Sat Jan 30 2021 00:25:06 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 22/25 88% 2.0secs 	Sat Jan 30 2021 00:25:25 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	54 / 9 	What is 54 / 9? 	== 	6 	RunAve=runAve math: 23/25 92% 2.0secs 	Sat Jan 30 2021 00:25:47 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	22 / 2 	What is 22 / 2? 	== 	11 	RunAve=runAve math: 23/25 92% 2.0secs 	Sat Jan 30 2021 00:26:05 GMT-0600 (Central Standard Time)
correct 	math 	3.1secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 23/25 92% 2.1secs 	Sat Jan 30 2021 00:26:27 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	35 / 7 	What is 35 / 7? 	== 	5 	RunAve=runAve math: 23/25 92% 2.2secs 	Sat Jan 30 2021 00:26:46 GMT-0600 (Central Standard Time)
correct 	math 	3.6secs 	12 / 3 	What is 12 / 3? 	== 	4 	RunAve=runAve math: 23/25 92% 2.2secs 	Sat Jan 30 2021 00:27:07 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 23/25 92% 2.2secs 	Sat Jan 30 2021 00:27:25 GMT-0600 (Central Standard Time)
correct 	math 	2.7secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 24/25 96% 2.2secs 	Sat Jan 30 2021 00:27:46 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	10 / 1 	What is 10 / 1? 	== 	10 	RunAve=runAve math: 24/25 96% 2.2secs 	Sat Jan 30 2021 00:28:05 GMT-0600 (Central Standard Time)
correct 	math 	5.6secs 	0 / 2 	What is 0 / 2? 	== 	0 	RunAve=runAve math: 24/25 96% 2.4secs 	Sat Jan 30 2021 00:28:29 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 24/25 96% 2.4secs 	Sat Jan 30 2021 00:28:46 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 24/25 96% 2.4secs 	Sat Jan 30 2021 00:29:25 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	3 / 1 	What is 3 / 1? 	== 	3 	RunAve=runAve math: 24/25 96% 2.4secs 	Sat Jan 30 2021 00:29:45 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	6 ^ 2 	What is 6 ^ 2? 	== 	36 	RunAve=runAve math: 25/25 100% 2.4secs 	Sat Jan 30 2021 00:30:06 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	-8 / -4 	What is -8 / -4? 	== 	2 	RunAve=runAve math: 25/25 100% 2.4secs 	Sat Jan 30 2021 00:30:26 GMT-0600 (Central Standard Time)
correct 	math 	4.3secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 25/25 100% 2.5secs 	Sat Jan 30 2021 00:30:48 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	33 / 11 	What is 33 / 11? 	== 	3 	RunAve=runAve math: 25/25 100% 2.5secs 	Sat Jan 30 2021 00:31:05 GMT-0600 (Central Standard Time)
wrong 	math 	2.4secs 	2 ^ 3 	What is 2 ^ 3? 	!= 	27 	RunAve=runAve math: 24/25 96% 2.5secs 	Sat Jan 30 2021 00:31:26 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	2 * 2 	What is 2 * 2? 	== 	4 	RunAve=runAve math: 24/25 96% 2.4secs 	Sat Jan 30 2021 00:31:45 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	2 ^ 2 	What is 2 ^ 2? 	== 	4 	RunAve=runAve math: 24/25 96% 2.3secs 	Sat Jan 30 2021 00:32:05 GMT-0600 (Central Standard Time)
wrong 	math 	2.3secs 	2 ^ 3 	What is 2 ^ 3? 	!= 	27 	RunAve=runAve math: 23/25 92% 2.3secs 	Sat Jan 30 2021 00:32:26 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	2 ^ 3 	What is 2 ^ 3? 	== 	8 	RunAve=runAve math: 23/25 92% 2.3secs 	Sat Jan 30 2021 00:32:46 GMT-0600 (Central Standard Time)
